t,phase,cmd_v,cmd_w,applied_v,applied_w,wo_x,wo_y,wo_yaw,mb_x,mb_y,mb_yaw
0.3005,drive,0.0,-0.1,nan,nan,nan,nan,nan,-0.053220756429812666,0.04325141985253633,0.7861510288746703
0.3006,drive,0.0,-0.1,nan,nan,nan,nan,nan,-0.053220756429812666,0.04325141985253633,0.7861510288746703
0.4008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.053061446210554114,0.0428976839442492,0.785919368947517
0.5008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05076089852142171,0.0439360218365486,0.7857955372106724
0.6008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.049919902865727755,0.04371460640680436,0.7858450750495551
0.7008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05145696973772804,0.04195456969453115,0.7859129741310334
0.8008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05256496209817449,0.04251577694163,0.7858889468689186
0.9008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05248476322364137,0.04190191071009053,0.7859520726044995
1.0008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.053025137678794215,0.04190446216553467,0.7858520054733842
1.1008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05291836697306804,0.04152392815069583,0.785896493182765
1.2008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05154856069002253,0.04225411763357945,0.7858392330047566
1.3007,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05225795768510011,0.04102143649939344,0.7861147453985174
1.4008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.0515849185055102,0.04095309144128334,0.7861268428784429
1.5008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.0502846197101193,0.041083452888049765,0.7860313808809377
1.6008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.051693780190014915,0.042949104929682624,0.7858058322009198
1.7008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05258355006077706,0.04288449848376069,0.7858064731418799
1.8007,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05336820199741013,0.04338466346079356,0.7857374921108459
1.9008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.051600015184805476,0.043002360923668326,0.7855925615000862
2.0008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05119158324584078,0.042801918924732285,0.7860106510425657
2.1008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.051244714988879,0.043251146298174836,0.7860350742403389
2.2008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05107101346286705,0.04242064359800901,0.7860397916655772
2.3008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05138305427010542,0.04177237473676665,0.7859460686893027
2.4008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.052037014109376584,0.0422992969141866,0.7860243840304094
2.5008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05213273285368333,0.04168121958852211,0.7860177947597558
2.6008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.051908927264890464,0.04174358007789242,0.7861868599629428
2.7008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05122185117645359,0.041904862867748915,0.7857925904176778
2.8008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05097743971644725,0.04235597156461368,0.7858118293677768
2.9008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04936193550947729,0.04296200944888501,0.7853014938212912
3.0008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05080597820716465,0.04259109583787929,0.785559960394774
3.1008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05120118815306787,0.04316636125907786,0.7854233864008922
3.2008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04980345158946542,0.043923212170704995,0.7855353228184534
3.3008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05051630358727838,0.04231970770780119,0.7854205871151904
3.4008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05028242184478579,0.042465748526301084,0.7854228836610379
3.5008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.047688274016306986,0.042589064424028655,0.7856081371157194
3.6008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04943002547787609,0.041723356529945854,0.7853073755221837
3.7008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.0501099215018288,0.04057465311451536,0.7851417184169843
3.8008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05252115372113733,0.04110482553616823,0.7855935536385992
3.9008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05205989564651911,0.04077745698929652,0.7855249157838579
4.0008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.049198231931049524,0.04355692829510993,0.7855834682369668
4.1008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.06304417717386518,0.042649061462675,0.7835668713775638
4.2008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05674351088922952,0.0424494717384043,0.7848478019933984
4.3008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05935002155430097,0.04458228432348532,0.7843892538895659
4.4008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.0516227681430009,0.043077587998223255,0.7853023283336449
4.5007,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04174236328248951,0.039242178663833616,0.7877097221433474
4.6008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04776255328064327,0.03802136392096911,0.7875759527264808
4.7008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05126840136605065,0.03952769739972117,0.7870725341771673
4.8008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.051051490508915415,0.03947608485747567,0.7872704227677305
4.9009,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.050860578005387846,0.04041092976555033,0.7870785783181606
5.0008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05088521559644238,0.04272777972272773,0.7873565306914626
5.1008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.052091190130139325,0.0423513906419527,0.7867170714875195
5.2008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05230552702838884,0.04250167932592247,0.7866232358979122
5.3007,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05266078495640447,0.042625490174136305,0.7840706806772315
5.4007,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.052177964145698,0.04192787440131063,0.7763107302713345
5.5008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05048314724747033,0.040466886584494155,0.7458396852826015
5.6008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.054052531451814156,0.03829333002439689,0.7217666274352433
5.7008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.05335640827232116,0.036906022669609795,0.6950907703625451
5.8008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04982153325503788,0.039696175792787836,0.6999098586743637
5.9008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04294353532120107,0.040585127151696765,0.6886414624572083
6.0008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04196676263197349,0.04158247011634547,0.6891114205917359
6.1008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04624723763841404,0.0383682244921722,0.6719957147774845
6.2008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04869154591972508,0.039375926363677816,0.6578779927901012
6.3008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.051891141581449196,0.03928641187429838,0.639218503618592
6.4008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04761770284847239,0.03865799830697231,0.636119078564382
6.5008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.039357065689076126,0.03429549554083866,0.6253593132020648
6.6008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.036775305031218064,0.034831554213863525,0.613016253266236
6.7008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.03917891987205399,0.03523404888549675,0.5934046853757207
6.8008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04613527822856864,0.03486767195876417,0.5893254760274562
6.9008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.046875700164374756,0.03127403268625262,0.5756462301729466
7.0008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.043133491254587736,0.02947759048496673,0.5675269741940295
7.1008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.038567192974996445,0.028528368894999434,0.5504889377919465
7.2007,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.03860030188180802,0.03244201545400971,0.5402025316302976
7.3008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04595402774255966,0.037440183613976386,0.5245885773110686
7.4008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.049235422548008334,0.03583095015537169,0.518687715961658
7.5008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.03719236207182258,0.030886985937987943,0.504864700156079
7.6008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.032291562803184376,0.028299218726003328,0.49494134291398073
7.7008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.03557385576517558,0.026309968887026636,0.47626141837807356
7.8008,drive,0.0,-0.1,0.0,-0.4166666666666667,nan,nan,nan,-0.04418558751413007,0.02962217347590912,0.4699996151474842
8.0013,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.037419853039196926,0.027001620813423,0.4565374031694667
8.0014,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.037419853039196926,0.027001620813423,0.4565374031694667
8.1007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.03067612599013847,0.024074619744552606,0.440980827790316
8.2007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.02495663222692812,0.020151395131393468,0.43340357061907286
8.3006,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.036082033105783784,0.026071973022142036,0.41780581907499953
8.4007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.047495876651009405,0.02935542234392663,0.41184105421733663
8.5007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.04744921487273651,0.028346282446485516,0.39512652465104847
8.6008,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.03764731867683063,0.02583982141944824,0.38589817488507344
8.7008,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.03925921602790611,0.025888189232622205,0.3877370645618735
8.8007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.0454104844913264,0.027827627959274903,0.39637130657135555
8.9007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.04718992604413458,0.027444066945091217,0.4043527742936482
9.0007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.053840746886637925,0.030697912010454853,0.4108867497025397
9.1007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05457636653138365,0.03022341932869288,0.4108341718847068
9.2007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.053203041969098586,0.028759407801788095,0.41074605582931933
9.3007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.053181879149725164,0.029386117732682848,0.4105640269268724
9.4008,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05678451942860285,0.029790272979699883,0.4106810404394964
9.5008,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05580657124017302,0.0290692525452102,0.41029632828992024
9.6007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.056659196368819,0.028863782480927858,0.41016707693697435
9.7007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05605354189532963,0.03019506995580984,0.41025045390148207
9.8008,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.056486958213488425,0.02968135268791522,0.40996162504919265
9.9008,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05527029834486369,0.02813859659939716,0.4098214135053139
10.0007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05657363647447383,0.029166807581422927,0.4093793878244329
10.1008,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.0547325389888243,0.029426744700276453,0.4091075737331375
10.2007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05634674839077042,0.02961918680259845,0.40859184749725225
10.3007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.056673293650257583,0.030246371165740915,0.4083891479657352
10.4007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05672776559600223,0.030419095576135424,0.408834803516184
10.5007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05709412784991835,0.03095038427770852,0.4084108213846462
10.6007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.055574103749046144,0.02923723208165785,0.4092808142346117
10.7007,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.055087472702849916,0.028868707343574163,0.4093767916283322
10.8008,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05363761392015243,0.028998535026661942,0.4090439107104532
10.9008,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05275497155877773,0.028470050826646054,0.4088225850132164
11.0008,settle,0.0,0.0,0.0,0.0,nan,nan,nan,-0.05237950283066406,0.028899583238866933,0.40887147257116313
