t,map2base_x,map2base_y,map2base_yaw,map2odom_x,map2odom_y,map2odom_yaw,odom2base_x,odom2base_y,odom2base_yaw
20.9580,0.062817,0.017338,-0.064450,0.172607,0.052851,-0.112733,-0.103474,-0.046015,0.049891
20.9915,0.062817,0.017338,-0.064450,0.172608,0.055090,-0.113778,-0.103474,-0.046015,0.049891
21.0247,0.062285,0.013710,-0.063547,0.171388,0.057082,-0.114830,-0.103860,-0.045171,0.049481
21.0581,0.062285,0.013710,-0.063547,0.171378,0.057028,-0.114821,-0.103860,-0.045171,0.049481
21.0914,0.062710,0.014400,-0.063946,0.171368,0.056975,-0.114811,-0.103747,-0.044967,0.049363
21.1248,0.062710,0.014400,-0.063946,0.170359,0.066003,-0.117701,-0.103747,-0.044967,0.049363
21.1581,0.061517,0.017341,-0.065394,0.171928,0.059263,-0.115338,-0.103711,-0.044781,0.049268
21.1914,0.061517,0.017341,-0.065394,0.171920,0.059416,-0.115419,-0.103711,-0.044781,0.049268
21.2248,0.060600,0.025766,-0.067856,0.172866,0.057781,-0.114692,-0.103682,-0.044917,0.049383
21.2582,0.060600,0.025766,-0.067856,0.172898,0.057816,-0.114707,-0.103682,-0.044917,0.049383
21.2914,0.062029,0.019492,-0.065800,0.172930,0.057850,-0.114722,-0.103684,-0.045007,0.049401
21.3247,0.062029,0.019492,-0.065800,0.172714,0.057040,-0.114688,-0.103684,-0.045007,0.049401
21.3582,0.062029,0.019492,-0.065800,0.172713,0.056976,-0.114648,-0.103684,-0.045007,0.049401
21.3914,0.063089,0.017693,-0.065011,0.171679,0.056321,-0.114437,-0.103631,-0.045231,0.049540
21.4248,0.062913,0.016930,-0.065038,0.171706,0.056479,-0.114390,-0.103621,-0.045201,0.049489
21.4581,0.062913,0.016930,-0.065038,0.171712,0.056445,-0.114374,-0.103621,-0.045201,0.049489
21.4916,0.062052,0.016066,-0.064767,0.172288,0.056944,-0.114733,-0.103438,-0.045293,0.049496
21.5247,0.062052,0.016066,-0.064767,0.172324,0.056892,-0.114716,-0.103438,-0.045293,0.049496
21.5581,0.061841,0.016648,-0.064909,0.172934,0.059855,-0.114823,-0.103735,-0.044877,0.049305
21.5914,0.061841,0.016648,-0.064909,0.172919,0.059927,-0.114865,-0.103735,-0.044877,0.049305
21.6248,0.062496,0.017093,-0.065260,0.172224,0.056913,-0.115015,-0.103678,-0.044917,0.049298
21.6581,0.062496,0.017093,-0.065260,0.172222,0.056954,-0.115043,-0.103678,-0.044917,0.049298
21.6914,0.062988,0.020206,-0.065405,0.173251,0.059724,-0.114765,-0.103766,-0.044901,0.049320
21.7248,0.062988,0.020206,-0.065405,0.171958,0.058274,-0.115051,-0.103766,-0.044901,0.049320
21.7581,0.062355,0.017074,-0.065461,0.172123,0.057804,-0.115059,-0.103679,-0.045067,0.049435
21.7914,0.062355,0.017074,-0.065461,0.172118,0.057774,-0.115029,-0.103679,-0.045067,0.049435
21.8248,0.062355,0.017074,-0.065461,0.172111,0.057734,-0.114988,-0.103679,-0.045067,0.049435
21.8581,0.062072,0.018537,-0.065572,0.169787,0.054518,-0.115594,-0.103733,-0.044920,0.049329
21.8914,0.062259,0.017914,-0.065520,0.169808,0.054580,-0.115598,-0.103698,-0.045018,0.049345
21.9248,0.062259,0.017914,-0.065520,0.169805,0.054593,-0.115625,-0.103698,-0.045018,0.049345
21.9580,0.059982,0.014782,-0.066069,0.161380,0.045016,-0.117343,-0.103629,-0.044960,0.049368
21.9914,0.059982,0.014782,-0.066069,0.164054,0.050467,-0.117032,-0.103629,-0.044960,0.049368
22.0247,0.059994,0.014530,-0.065954,0.164104,0.049995,-0.117029,-0.103597,-0.045288,0.049517
22.0581,0.059994,0.014530,-0.065954,0.164118,0.049936,-0.116990,-0.103597,-0.045288,0.049517
22.0915,0.054184,0.010409,-0.067292,0.167420,0.055406,-0.116070,-0.103573,-0.045429,0.049584
22.1292,0.054184,0.010409,-0.067292,0.168427,0.056204,-0.116061,-0.103573,-0.045429,0.049584
22.1582,0.054184,0.010409,-0.067292,0.168437,0.056144,-0.116025,-0.103573,-0.045429,0.049584
22.1914,0.054180,0.010356,-0.067465,0.168264,0.057112,-0.115988,-0.103702,-0.044944,0.049362
22.2248,0.054180,0.010356,-0.067465,0.168246,0.057213,-0.116036,-0.103702,-0.044944,0.049362
22.2581,0.058540,0.016442,-0.066596,0.168610,0.055111,-0.116706,-0.103658,-0.045047,0.049306
22.2914,0.058540,0.016442,-0.066596,0.168606,0.055144,-0.116738,-0.103658,-0.045047,0.049306
22.3248,0.058460,0.017343,-0.066418,0.168843,0.054662,-0.116765,-0.103567,-0.045069,0.049427
22.3581,0.058721,0.015366,-0.067104,0.168869,0.054632,-0.116750,-0.103645,-0.045107,0.049452
22.3914,0.058721,0.015366,-0.067104,0.169015,0.055103,-0.116581,-0.103645,-0.045107,0.049452
22.4247,0.058849,0.015195,-0.067294,0.168689,0.055640,-0.116563,-0.103786,-0.044845,0.049315
22.4581,0.058849,0.015195,-0.067294,0.168647,0.055694,-0.116588,-0.103786,-0.044845,0.049315
22.4915,0.059010,0.015379,-0.067000,0.168533,0.054671,-0.116537,-0.103768,-0.045057,0.049423
22.5248,0.059010,0.015379,-0.067000,0.168494,0.054679,-0.116538,-0.103768,-0.045057,0.049423
22.5581,0.059010,0.015379,-0.067000,0.168464,0.054685,-0.116539,-0.103768,-0.045057,0.049423
22.5918,0.058757,0.015799,-0.066934,0.168870,0.053942,-0.116526,-0.103619,-0.045231,0.049504
22.6247,0.058757,0.015799,-0.066934,0.168904,0.053827,-0.116468,-0.103619,-0.045231,0.049504
22.6581,0.058400,0.014394,-0.066704,0.166938,0.054037,-0.116433,-0.103799,-0.045619,0.049676
22.6914,0.058400,0.014394,-0.066704,0.166920,0.053927,-0.116379,-0.103799,-0.045619,0.049676
22.7248,0.058903,0.014234,-0.066976,0.166819,0.055190,-0.116333,-0.103758,-0.045006,0.049381
22.7581,0.058903,0.014234,-0.066976,0.166795,0.055241,-0.116361,-0.103758,-0.045006,0.049381
22.7914,0.057006,0.014273,-0.066891,0.168088,0.056103,-0.116802,-0.103694,-0.045033,0.049376
22.8247,0.057006,0.014273,-0.066891,0.168079,0.056141,-0.116828,-0.103694,-0.045033,0.049376
22.8581,0.056964,0.015236,-0.066741,0.168393,0.055437,-0.116837,-0.103599,-0.045239,0.049442
22.8914,0.056964,0.015236,-0.066741,0.168422,0.055383,-0.116823,-0.103599,-0.045239,0.049442
22.9247,0.058206,0.016644,-0.067345,0.169823,0.054552,-0.116959,-0.103669,-0.044850,0.049307
22.9580,0.058206,0.016644,-0.067345,0.169839,0.054573,-0.116969,-0.103669,-0.044850,0.049307
22.9918,0.058608,0.015739,-0.067255,0.168110,0.049681,-0.117747,-0.103554,-0.045059,0.049424
23.0247,0.058608,0.015739,-0.067255,0.168130,0.049732,-0.117752,-0.103554,-0.045059,0.049424
23.0581,0.058608,0.015739,-0.067255,0.168144,0.049770,-0.117756,-0.103554,-0.045059,0.049424
23.0914,0.059980,0.014676,-0.067358,0.168471,0.055424,-0.116761,-0.103587,-0.045228,0.049446
23.1247,0.058125,0.009972,-0.068168,0.168890,0.056198,-0.116307,-0.103718,-0.045212,0.049428
23.1581,0.058125,0.009972,-0.068168,0.167166,0.050180,-0.116865,-0.103718,-0.045212,0.049428
23.1914,0.058116,0.010380,-0.068292,0.167154,0.050135,-0.116850,-0.103786,-0.044855,0.049310
23.2247,0.058116,0.010380,-0.068292,0.166952,0.051169,-0.116875,-0.103786,-0.044855,0.049310
23.2581,0.058978,0.016398,-0.066736,0.167189,0.051542,-0.116718,-0.103676,-0.045093,0.049413
23.2914,0.058978,0.016398,-0.066736,0.167178,0.051562,-0.116723,-0.103676,-0.045093,0.049413
23.3248,0.057045,0.011545,-0.067318,0.167164,0.051590,-0.116729,-0.103707,-0.044905,0.049374
23.3581,0.057045,0.011545,-0.067318,0.167383,0.051327,-0.116722,-0.103707,-0.044905,0.049374
23.3914,0.057180,0.011742,-0.067127,0.167399,0.051316,-0.116707,-0.103737,-0.045190,0.049444
23.4248,0.057180,0.011742,-0.067127,0.167705,0.050485,-0.116388,-0.103737,-0.045190,0.049444
23.4581,0.057180,0.011742,-0.067127,0.167705,0.050443,-0.116371,-0.103737,-0.045190,0.049444
23.4917,0.057224,0.011938,-0.067206,0.167537,0.050738,-0.116359,-0.103791,-0.044925,0.049370
23.5247,0.057224,0.011938,-0.067206,0.167511,0.050734,-0.116360,-0.103791,-0.044925,0.049370
23.5580,0.057734,0.010607,-0.066748,0.167643,0.050722,-0.116350,-0.103743,-0.045188,0.049480
23.5914,0.057734,0.010607,-0.066748,0.167633,0.050688,-0.116336,-0.103743,-0.045188,0.049480
23.6247,0.057699,0.010926,-0.066772,0.166703,0.051288,-0.116168,-0.103613,-0.045106,0.049432
23.6581,0.057699,0.010926,-0.066772,0.166730,0.051253,-0.116157,-0.103613,-0.045106,0.049432
23.6914,0.057886,0.010916,-0.066788,0.167931,0.051706,-0.115920,-0.103523,-0.045080,0.049398
23.7247,0.057886,0.010916,-0.066788,0.167973,0.051674,-0.115914,-0.103523,-0.045080,0.049398
23.7581,0.057048,0.011353,-0.066517,0.167424,0.051925,-0.115924,-0.103418,-0.045179,0.049488
23.7914,0.057048,0.011353,-0.066517,0.167472,0.051919,-0.115922,-0.103418,-0.045179,0.049488
23.8247,0.058036,0.011984,-0.066401,0.168215,0.052526,-0.115940,-0.103697,-0.044951,0.049362
23.8581,0.058036,0.011984,-0.066401,0.168206,0.052549,-0.115950,-0.103697,-0.044951,0.049362
23.8914,0.057470,0.012113,-0.066402,0.166092,0.051567,-0.115810,-0.103739,-0.045058,0.049366
23.9247,0.057470,0.012113,-0.066402,0.166050,0.051577,-0.115817,-0.103739,-0.045058,0.049366
23.9581,0.058222,0.012705,-0.066377,0.166150,0.051286,-0.115817,-0.103738,-0.045108,0.049409
23.9914,0.058222,0.012705,-0.066377,0.166137,0.051253,-0.115807,-0.103738,-0.045108,0.049409
24.0248,0.056082,0.011889,-0.066239,0.165893,0.051078,-0.115735,-0.103805,-0.044953,0.049416
24.0581,0.056248,0.011418,-0.066212,0.165876,0.051080,-0.115726,-0.103685,-0.045122,0.049445
24.0916,0.056248,0.011418,-0.066212,0.166064,0.051037,-0.115718,-0.103685,-0.045122,0.049445
24.1247,0.055966,0.011074,-0.066120,0.167007,0.051223,-0.115790,-0.103694,-0.045240,0.049455
24.1581,0.055966,0.011074,-0.066120,0.167011,0.051204,-0.115783,-0.103694,-0.045240,0.049455
24.1915,0.055966,0.011074,-0.066120,0.167014,0.051184,-0.115776,-0.103694,-0.045240,0.049455
24.2248,0.056061,0.011071,-0.066098,0.166896,0.051098,-0.115766,-0.103712,-0.045221,0.049468
24.2581,0.056061,0.011071,-0.066098,0.166884,0.051070,-0.115759,-0.103712,-0.045221,0.049468
24.2914,0.057125,0.011002,-0.066048,0.167306,0.051078,-0.115718,-0.103620,-0.045428,0.049574
24.3248,0.057125,0.011002,-0.066048,0.167311,0.051018,-0.115692,-0.103620,-0.045428,0.049574
24.3582,0.057064,0.011054,-0.066062,0.167452,0.051254,-0.115672,-0.103582,-0.045263,0.049544
24.3915,0.057064,0.011054,-0.066062,0.167474,0.051244,-0.115658,-0.103582,-0.045263,0.049544
24.4247,0.057372,0.011422,-0.066282,0.168182,0.052163,-0.115846,-0.103726,-0.044880,0.049273
24.4581,0.057372,0.011422,-0.066282,0.168186,0.052204,-0.115872,-0.103726,-0.044880,0.049273
24.4914,0.057579,0.011403,-0.066113,0.168088,0.052256,-0.115897,-0.103648,-0.045078,0.049402
24.5247,0.057579,0.011403,-0.066113,0.168077,0.052312,-0.115942,-0.103648,-0.045078,0.049402
24.5581,0.058256,0.012540,-0.066391,0.167803,0.051927,-0.115857,-0.103715,-0.044880,0.049302
24.5915,0.058256,0.012540,-0.066391,0.167792,0.051983,-0.115894,-0.103715,-0.044880,0.049302
24.6248,0.058173,0.012493,-0.066376,0.166782,0.050530,-0.115896,-0.103682,-0.045032,0.049376
24.6581,0.057944,0.011887,-0.066222,0.166776,0.050540,-0.115901,-0.103628,-0.045315,0.049490
24.6914,0.057944,0.011887,-0.066222,0.167096,0.051167,-0.115645,-0.103628,-0.045315,0.049490
24.7247,0.057006,0.010596,-0.066261,0.165935,0.050114,-0.115672,-0.103553,-0.045183,0.049478
24.7581,0.057006,0.010596,-0.066261,0.165953,0.050068,-0.115645,-0.103553,-0.045183,0.049478
24.7917,0.057173,0.011128,-0.066166,0.165970,0.050022,-0.115619,-0.103616,-0.045092,0.049401
24.8248,0.057173,0.011128,-0.066166,0.166153,0.051093,-0.115706,-0.103616,-0.045092,0.049401
24.8581,0.057173,0.011128,-0.066166,0.166163,0.051080,-0.115701,-0.103616,-0.045092,0.049401
24.8915,0.056184,0.010300,-0.066099,0.166250,0.051634,-0.115702,-0.103555,-0.045006,0.049409
24.9247,0.056184,0.010300,-0.066099,0.166277,0.051702,-0.115720,-0.103555,-0.045006,0.049409
24.9581,0.056395,0.011042,-0.066048,0.165473,0.051589,-0.115687,-0.103517,-0.045245,0.049496
24.9914,0.056395,0.011042,-0.066048,0.165486,0.051594,-0.115686,-0.103517,-0.045245,0.049496
25.0248,0.056456,0.011575,-0.066028,0.164983,0.050526,-0.115571,-0.103555,-0.045281,0.049520
25.0581,0.056456,0.011575,-0.066028,0.164977,0.050479,-0.115551,-0.103555,-0.045281,0.049520
25.0914,0.055771,0.011281,-0.065892,0.165952,0.051015,-0.115429,-0.103412,-0.045456,0.049619
25.1248,0.055771,0.011281,-0.065892,0.165964,0.050935,-0.115391,-0.103412,-0.045456,0.049619
25.1581,0.055296,0.010039,-0.065655,0.164930,0.050904,-0.115415,-0.103379,-0.045621,0.049738
25.1914,0.056202,0.010771,-0.065631,0.164941,0.050846,-0.115377,-0.103490,-0.045365,0.049620
25.2248,0.056202,0.010771,-0.065631,0.165782,0.051879,-0.115575,-0.103490,-0.045365,0.049620
25.2581,0.056202,0.010771,-0.065631,0.165789,0.051865,-0.115558,-0.103490,-0.045365,0.049620
25.2914,0.055077,0.010723,-0.065669,0.164768,0.051057,-0.116083,-0.103580,-0.045321,0.049573
25.3248,0.055757,0.012202,-0.066140,0.166377,0.052120,-0.116312,-0.103717,-0.044875,0.049274
25.3581,0.055757,0.012202,-0.066140,0.166344,0.052232,-0.116383,-0.103717,-0.044875,0.049274
25.3914,0.055757,0.012202,-0.066140,0.166311,0.052346,-0.116455,-0.103717,-0.044875,0.049274
25.4249,0.054727,0.011493,-0.066733,0.165582,0.052776,-0.116018,-0.103714,-0.044821,0.049195
25.4581,0.054727,0.011493,-0.066733,0.165562,0.052857,-0.116083,-0.103714,-0.044821,0.049195
25.4914,0.056460,0.012589,-0.066903,0.165929,0.052126,-0.116122,-0.103591,-0.044940,0.049343
25.5248,0.056460,0.012589,-0.066903,0.165964,0.052106,-0.116102,-0.103591,-0.044940,0.049343
25.5582,0.055654,0.012804,-0.066403,0.165721,0.051006,-0.115665,-0.103673,-0.045260,0.049467
25.5914,0.055654,0.012804,-0.066403,0.165719,0.050951,-0.115636,-0.103673,-0.045260,0.049467
25.6248,0.055991,0.012481,-0.066560,0.165460,0.051398,-0.115603,-0.103729,-0.044933,0.049401
25.6581,0.055991,0.012481,-0.066560,0.165429,0.051404,-0.115590,-0.103729,-0.044933,0.049401
25.6915,0.055851,0.011072,-0.066026,0.165398,0.051410,-0.115576,-0.103671,-0.045148,0.049479
25.7248,0.055851,0.011072,-0.066026,0.166783,0.051308,-0.115756,-0.103671,-0.045148,0.049479
25.7582,0.055498,0.011147,-0.065788,0.166785,0.050524,-0.115711,-0.103724,-0.045481,0.049658
25.7914,0.055498,0.011147,-0.065788,0.166769,0.050408,-0.115653,-0.103724,-0.045481,0.049658
25.8247,0.055498,0.011147,-0.065788,0.166748,0.050253,-0.115576,-0.103724,-0.045481,0.049658
25.8581,0.056798,0.011075,-0.065951,0.166537,0.052654,-0.115296,-0.103740,-0.045510,0.049668
25.8914,0.056866,0.010270,-0.065967,0.165188,0.052395,-0.115948,-0.103663,-0.045320,0.049509
25.9248,0.056866,0.010270,-0.065967,0.165208,0.052426,-0.115983,-0.103663,-0.045320,0.049509
25.9581,0.057475,0.006776,-0.064193,0.167426,0.047970,-0.114035,-0.102492,-0.049507,0.051148
25.9914,0.057475,0.006776,-0.064193,0.167531,0.047381,-0.113813,-0.102492,-0.049507,0.051148
26.0247,0.055114,0.011744,-0.066089,0.166362,0.050691,-0.115433,-0.103758,-0.045912,0.049716
26.0582,0.055114,0.011744,-0.066089,0.166352,0.050634,-0.115427,-0.103758,-0.045912,0.049716
26.0917,0.057400,0.007767,-0.064443,0.166499,0.052706,-0.115515,-0.103894,-0.045116,0.049383
26.1248,0.057400,0.007767,-0.064443,0.166450,0.052758,-0.115546,-0.103894,-0.045116,0.049383
26.1580,0.056396,0.010780,-0.065983,0.164684,0.057250,-0.117666,-0.103789,-0.045077,0.049293
26.1917,0.056396,0.010780,-0.065983,0.164576,0.057894,-0.117942,-0.103789,-0.045077,0.049293
26.2322,0.056811,0.012757,-0.066064,0.167192,0.053492,-0.116088,-0.103513,-0.045110,0.049301
26.2581,0.056811,0.012757,-0.066064,0.167245,0.053598,-0.116149,-0.103513,-0.045110,0.049301
26.2914,0.054929,0.017724,-0.068267,0.167297,0.053705,-0.116210,-0.103445,-0.045070,0.049305
26.3247,0.054929,0.017724,-0.068267,0.165475,0.052067,-0.115892,-0.103445,-0.045070,0.049305
26.3581,0.057426,0.013495,-0.066597,0.165543,0.052065,-0.115903,-0.103522,-0.045247,0.049340
26.3914,0.057426,0.013495,-0.066597,0.166576,0.052076,-0.115528,-0.103522,-0.045247,0.049340
26.4247,0.057426,0.013495,-0.066597,0.166625,0.052037,-0.115518,-0.103522,-0.045247,0.049340
26.4581,0.055694,0.012180,-0.066457,0.167615,0.051468,-0.115877,-0.103559,-0.045097,0.049273
26.4915,0.055694,0.012180,-0.066457,0.167609,0.051469,-0.115880,-0.103559,-0.045097,0.049273
26.5247,0.056699,0.011942,-0.065966,0.166591,0.051250,-0.115792,-0.103645,-0.045311,0.049398
26.5581,0.056699,0.011942,-0.065966,0.166567,0.051241,-0.115781,-0.103645,-0.045311,0.049398
26.5914,0.057802,0.011399,-0.066359,0.167466,0.052041,-0.115797,-0.103541,-0.045304,0.049359
26.6248,0.057802,0.011399,-0.066359,0.167461,0.052031,-0.115794,-0.103541,-0.045304,0.049359
26.6581,0.056692,0.011217,-0.066323,0.166846,0.050968,-0.115879,-0.103615,-0.045284,0.049308
26.6915,0.056692,0.011217,-0.066323,0.166834,0.050943,-0.115875,-0.103615,-0.045284,0.049308
26.7248,0.057609,0.012084,-0.066338,0.168211,0.051839,-0.115927,-0.103591,-0.045208,0.049299
26.7583,0.057068,0.010813,-0.066395,0.166440,0.051597,-0.115933,-0.103492,-0.045380,0.049323
26.7915,0.057068,0.010813,-0.066395,0.166446,0.051585,-0.115938,-0.103492,-0.045380,0.049323
26.8247,0.058566,0.011968,-0.066498,0.166844,0.052147,-0.115706,-0.103394,-0.045091,0.049271
26.8582,0.058566,0.011968,-0.066498,0.166880,0.052171,-0.115712,-0.103394,-0.045091,0.049271
26.8915,0.058566,0.011968,-0.066498,0.166917,0.052195,-0.115717,-0.103394,-0.045091,0.049271
26.9247,0.056620,0.011642,-0.066520,0.165483,0.050925,-0.115945,-0.103566,-0.045189,0.049259
26.9582,0.056620,0.011642,-0.066520,0.165487,0.050926,-0.115950,-0.103566,-0.045189,0.049259
26.9914,0.057124,0.012372,-0.066341,0.166088,0.051420,-0.116064,-0.103530,-0.045027,0.049210
27.0248,0.057124,0.012372,-0.066341,0.166089,0.051487,-0.116086,-0.103530,-0.045027,0.049210
27.0581,0.055753,0.010941,-0.066496,0.166520,0.051125,-0.115970,-0.103464,-0.045218,0.049288
27.0914,0.055753,0.010941,-0.066496,0.166507,0.051107,-0.115967,-0.103464,-0.045218,0.049288
27.1247,0.056314,0.011523,-0.066600,0.167180,0.051413,-0.115902,-0.103507,-0.045164,0.049308
27.1581,0.056314,0.011523,-0.066600,0.167188,0.051416,-0.115895,-0.103507,-0.045164,0.049308
27.1915,0.056759,0.011349,-0.066583,0.166203,0.050471,-0.116028,-0.103502,-0.045010,0.049225
27.2247,0.057423,0.011655,-0.066499,0.166209,0.050474,-0.116025,-0.103503,-0.044982,0.049242
27.2581,0.057423,0.011655,-0.066499,0.167108,0.051264,-0.116020,-0.103503,-0.044982,0.049242
27.2915,0.057423,0.011655,-0.066499,0.167106,0.051300,-0.116027,-0.103503,-0.044982,0.049242
27.3248,0.056327,0.010656,-0.066621,0.165908,0.051357,-0.116024,-0.103613,-0.045057,0.049247
27.3581,0.056327,0.010656,-0.066621,0.165894,0.051374,-0.116034,-0.103613,-0.045057,0.049247
27.3914,0.057244,0.011476,-0.066655,0.166558,0.050606,-0.115904,-0.103599,-0.045051,0.049206
27.4248,0.057244,0.011476,-0.066655,0.166538,0.050599,-0.115908,-0.103599,-0.045051,0.049206
27.4581,0.056099,0.011417,-0.066587,0.167080,0.050072,-0.115928,-0.103528,-0.045206,0.049278
27.4914,0.056099,0.011417,-0.066587,0.167072,0.050040,-0.115922,-0.103528,-0.045206,0.049278
27.5247,0.056666,0.010518,-0.066366,0.167745,0.050755,-0.115497,-0.103605,-0.045342,0.049379
27.5590,0.057178,0.009885,-0.066407,0.167741,0.050716,-0.115477,-0.103618,-0.045445,0.049360
27.5915,0.057178,0.009885,-0.066407,0.166387,0.051344,-0.115319,-0.103618,-0.045445,0.049360
27.6249,0.057959,0.010913,-0.066077,0.166962,0.051085,-0.115615,-0.103558,-0.045042,0.049258
27.6581,0.057959,0.010913,-0.066077,0.166961,0.051110,-0.115618,-0.103558,-0.045042,0.049258
27.6914,0.056524,0.011422,-0.065903,0.166959,0.051134,-0.115621,-0.103623,-0.045088,0.049248
27.7247,0.056524,0.011422,-0.065903,0.167044,0.051641,-0.115648,-0.103623,-0.045088,0.049248
27.7581,0.056524,0.011422,-0.065903,0.167053,0.051718,-0.115673,-0.103623,-0.045088,0.049248
27.7914,0.057141,0.011311,-0.066240,0.165993,0.051529,-0.115760,-0.103592,-0.045041,0.049220
27.8248,0.057141,0.011311,-0.066240,0.166008,0.051606,-0.115788,-0.103592,-0.045041,0.049220
27.8581,0.057141,0.011311,-0.066240,0.166020,0.051663,-0.115810,-0.103592,-0.045041,0.049220
27.8914,0.057263,0.011793,-0.066268,0.166972,0.051710,-0.115513,-0.103547,-0.045089,0.049221
27.9248,0.055983,0.011649,-0.066358,0.165513,0.051859,-0.115322,-0.103763,-0.045209,0.049273
27.9581,0.055983,0.011649,-0.066358,0.165494,0.051847,-0.115319,-0.103763,-0.045209,0.049273
27.9914,0.055983,0.011649,-0.066358,0.165474,0.051834,-0.115315,-0.103763,-0.045209,0.049273
28.0247,0.056113,0.011561,-0.066385,0.167321,0.051588,-0.115203,-0.103629,-0.045349,0.049271
28.0581,0.055650,0.011766,-0.065819,0.166596,0.051403,-0.115239,-0.103578,-0.045297,0.049339
28.0914,0.055650,0.011766,-0.065819,0.166589,0.051380,-0.115224,-0.103578,-0.045297,0.049339
28.1247,0.055757,0.011990,-0.065921,0.167518,0.051450,-0.115350,-0.103583,-0.045035,0.049225
28.1580,0.055757,0.011990,-0.065921,0.167554,0.051475,-0.115358,-0.103583,-0.045035,0.049225
28.1914,0.055757,0.011990,-0.065921,0.167589,0.051500,-0.115366,-0.103583,-0.045035,0.049225
28.2247,0.057052,0.011446,-0.065775,0.167167,0.051554,-0.115286,-0.103320,-0.045127,0.049300
28.2581,0.057052,0.011446,-0.065775,0.167216,0.051581,-0.115281,-0.103320,-0.045127,0.049300
28.2916,0.057916,0.011248,-0.065814,0.166558,0.051970,-0.115231,-0.103386,-0.045435,0.049387
28.3247,0.057916,0.011248,-0.065814,0.166592,0.051938,-0.115222,-0.103386,-0.045435,0.049387
28.3582,0.057342,0.011493,-0.065794,0.165994,0.051988,-0.115216,-0.103577,-0.045255,0.049332
28.3914,0.056795,0.012074,-0.065903,0.165945,0.051973,-0.115210,-0.103549,-0.045042,0.049163
28.4248,0.056795,0.012074,-0.065903,0.166907,0.052254,-0.115041,-0.103549,-0.045042,0.049163
28.4581,0.056795,0.012074,-0.065903,0.166880,0.052267,-0.115058,-0.103549,-0.045042,0.049163
28.4914,0.056236,0.012028,-0.065805,0.167510,0.053290,-0.115053,-0.103516,-0.045107,0.049246
28.5247,0.056236,0.012028,-0.065805,0.167533,0.053326,-0.115078,-0.103516,-0.045107,0.049246
28.5581,0.057100,0.012209,-0.065578,0.167551,0.053353,-0.115096,-0.103579,-0.045213,0.049307
28.5914,0.057100,0.012209,-0.065578,0.166402,0.052110,-0.115027,-0.103579,-0.045213,0.049307
28.6247,0.057750,0.013372,-0.065683,0.166423,0.051903,-0.115018,-0.103557,-0.045132,0.049241
28.6581,0.057750,0.013372,-0.065683,0.166421,0.051895,-0.115009,-0.103557,-0.045132,0.049241
28.6915,0.056969,0.012328,-0.065592,0.165998,0.052493,-0.115034,-0.103507,-0.045280,0.049297
28.7248,0.056969,0.012328,-0.065592,0.165996,0.052462,-0.115026,-0.103507,-0.045280,0.049297
28.7581,0.056584,0.011624,-0.065472,0.166373,0.052248,-0.114890,-0.103583,-0.045419,0.049386
28.7916,0.056584,0.011624,-0.065472,0.166368,0.052219,-0.114879,-0.103583,-0.045419,0.049386
28.8248,0.056116,0.011982,-0.065345,0.165935,0.050435,-0.114825,-0.103621,-0.045652,0.049528
28.8581,0.056116,0.011982,-0.065345,0.165910,0.050347,-0.114773,-0.103621,-0.045652,0.049528
28.8914,0.056116,0.011982,-0.065345,0.165885,0.050259,-0.114721,-0.103621,-0.045652,0.049528
28.9247,0.056634,0.012348,-0.065505,0.168227,0.052944,-0.115110,-0.103566,-0.045014,0.049218
28.9581,0.056130,0.010197,-0.065316,0.167814,0.050982,-0.115322,-0.103564,-0.045259,0.049283
28.9914,0.056130,0.010197,-0.065316,0.167819,0.051000,-0.115335,-0.103564,-0.045259,0.049283
29.0249,0.056242,0.010244,-0.065271,0.168293,0.052201,-0.115553,-0.103566,-0.045274,0.049298
29.0580,0.056242,0.010244,-0.065271,0.168310,0.052253,-0.115588,-0.103566,-0.045274,0.049298
29.0914,0.058119,0.010844,-0.065852,0.168326,0.052305,-0.115623,-0.103427,-0.045287,0.049315
29.1248,0.058119,0.010844,-0.065852,0.168052,0.051738,-0.114963,-0.103427,-0.045287,0.049315
29.1581,0.058119,0.010844,-0.065852,0.168068,0.051698,-0.114950,-0.103427,-0.045287,0.049315
29.1914,0.058528,0.012424,-0.066251,0.167198,0.052042,-0.115086,-0.103526,-0.045011,0.049182
29.2247,0.058329,0.011743,-0.065494,0.168383,0.052502,-0.115031,-0.103506,-0.045112,0.049304
29.2580,0.058329,0.011743,-0.065494,0.168372,0.052533,-0.115032,-0.103506,-0.045112,0.049304
29.2915,0.058373,0.011648,-0.065433,0.168280,0.051090,-0.115265,-0.103475,-0.045158,0.049353
29.3247,0.058373,0.011648,-0.065433,0.168273,0.051115,-0.115256,-0.103475,-0.045158,0.049353
29.3581,0.058615,0.012533,-0.065572,0.168275,0.050858,-0.115250,-0.103540,-0.045112,0.049299
29.3914,0.058615,0.012533,-0.065572,0.168270,0.050843,-0.115230,-0.103540,-0.045112,0.049299
29.4248,0.058275,0.010943,-0.065708,0.167411,0.052671,-0.115010,-0.103734,-0.045323,0.049395
29.4580,0.058275,0.010943,-0.065708,0.167380,0.052638,-0.114983,-0.103734,-0.045323,0.049395
29.4914,0.058374,0.010623,-0.065676,0.167388,0.052432,-0.114956,-0.103623,-0.045390,0.049410
29.5247,0.058374,0.010623,-0.065676,0.167353,0.052357,-0.114923,-0.103623,-0.045390,0.049410
