t,map2base_x,map2base_y,map2base_yaw,map2odom_x,map2odom_y,map2odom_yaw,odom2base_x,odom2base_y,odom2base_yaw
0.0000,0.056730,0.002829,-0.068717,0.162627,0.053996,-0.123161,-0.097896,-0.058588,0.054078
0.1382,0.056730,0.002829,-0.068717,0.162627,0.053996,-0.123161,-0.097896,-0.058588,0.054078
0.1716,0.056730,0.002829,-0.068717,0.162898,0.055190,-0.123019,-0.097896,-0.058588,0.054078
0.2049,0.056571,0.002405,-0.068834,0.160890,0.054246,-0.123235,-0.097813,-0.058481,0.054009
0.2383,0.056571,0.002405,-0.068834,0.160876,0.054225,-0.123230,-0.097813,-0.058481,0.054009
0.2716,0.056571,0.002405,-0.068834,0.160862,0.054205,-0.123225,-0.097813,-0.058481,0.054009
0.3050,0.056265,0.002358,-0.068746,0.161455,0.055459,-0.123041,-0.097841,-0.058471,0.054062
0.3383,0.056265,0.002358,-0.068746,0.161436,0.055466,-0.123034,-0.097841,-0.058471,0.054062
0.3716,0.054253,0.001556,-0.069038,0.161963,0.056186,-0.123058,-0.097826,-0.058316,0.053970
0.4050,0.054253,0.001556,-0.069038,0.161984,0.056236,-0.123079,-0.097826,-0.058316,0.053970
0.4383,0.054837,0.002773,-0.068821,0.161463,0.055532,-0.123113,-0.097830,-0.058328,0.053998
0.4716,0.055429,0.003293,-0.068781,0.162759,0.056091,-0.122934,-0.097726,-0.058538,0.054066
0.5050,0.055429,0.003293,-0.068781,0.162777,0.056078,-0.122933,-0.097726,-0.058538,0.054066
0.5383,0.055357,0.003450,-0.068835,0.162662,0.055979,-0.122933,-0.097827,-0.058434,0.054027
0.5716,0.055357,0.003450,-0.068835,0.162659,0.055959,-0.122923,-0.097827,-0.058434,0.054027
0.6050,0.055357,0.003450,-0.068835,0.162655,0.055932,-0.122909,-0.097827,-0.058434,0.054027
0.6383,0.056007,0.003246,-0.068687,0.161134,0.054937,-0.123004,-0.097949,-0.058494,0.054028
0.6716,0.056007,0.003246,-0.068687,0.161116,0.054917,-0.122997,-0.097949,-0.058494,0.054028
0.7049,0.055828,0.003056,-0.068716,0.161615,0.054049,-0.123149,-0.098014,-0.058550,0.053983
0.7383,0.055828,0.003056,-0.068716,0.161592,0.054026,-0.123151,-0.098014,-0.058550,0.053983
0.7716,0.054533,0.002119,-0.068701,0.162705,0.055547,-0.122984,-0.097809,-0.058461,0.054080
0.8050,0.054533,0.002119,-0.068701,0.162739,0.055552,-0.122971,-0.097809,-0.058461,0.054080
0.8383,0.054977,0.001252,-0.068876,0.162909,0.054135,-0.123322,-0.097843,-0.058452,0.054053
0.8716,0.056173,0.002806,-0.068833,0.164366,0.056281,-0.123109,-0.097765,-0.058394,0.053926
0.9050,0.056173,0.002806,-0.068833,0.164420,0.056305,-0.123120,-0.097765,-0.058394,0.053926
0.9382,0.056173,0.002806,-0.068833,0.164461,0.056323,-0.123128,-0.097765,-0.058394,0.053926
0.9716,0.056724,0.001262,-0.068141,0.162763,0.051626,-0.122606,-0.097057,-0.059870,0.054612
1.0049,0.056724,0.001262,-0.068141,0.162894,0.051282,-0.122480,-0.097057,-0.059870,0.054612
1.0383,0.058098,0.003508,-0.069008,0.162433,0.055534,-0.123565,-0.097522,-0.058391,0.053892
1.0717,0.058098,0.003508,-0.069008,0.162482,0.055532,-0.123589,-0.097522,-0.058391,0.053892
1.1050,0.056471,-0.001212,-0.068510,0.161085,0.054023,-0.123458,-0.097571,-0.058276,0.053831
1.1382,0.056471,-0.001212,-0.068510,0.161116,0.054033,-0.123472,-0.097571,-0.058276,0.053831
1.1716,0.056261,0.002766,-0.069471,0.162133,0.056853,-0.123789,-0.097383,-0.058361,0.053878
1.2049,0.056261,0.002766,-0.069471,0.162114,0.057099,-0.123913,-0.097383,-0.058361,0.053878
1.2382,0.054940,0.001370,-0.069415,0.161837,0.055064,-0.123117,-0.097345,-0.058253,0.053820
1.2716,0.054940,0.001370,-0.069415,0.161866,0.055080,-0.123127,-0.097345,-0.058253,0.053820
1.3049,0.055975,0.004435,-0.069812,0.163177,0.056046,-0.122882,-0.097318,-0.058154,0.053792
1.3383,0.055731,0.002528,-0.069117,0.163217,0.056059,-0.122888,-0.097319,-0.058118,0.053778
1.3716,0.055731,0.002528,-0.069117,0.163217,0.054184,-0.123193,-0.097319,-0.058118,0.053778
1.4050,0.055731,0.002528,-0.069117,0.163237,0.054229,-0.123213,-0.097319,-0.058118,0.053778
1.4383,0.056204,0.002729,-0.069041,0.162808,0.053881,-0.123085,-0.097288,-0.058245,0.053780
1.4716,0.056204,0.002729,-0.069041,0.162819,0.053882,-0.123092,-0.097288,-0.058245,0.053780
1.5049,0.057036,0.001547,-0.069165,0.162286,0.052526,-0.123127,-0.097349,-0.058244,0.053813
1.5382,0.057036,0.001547,-0.069165,0.162280,0.052514,-0.123125,-0.097349,-0.058244,0.053813
1.5716,0.056739,0.001199,-0.068987,0.162864,0.052838,-0.123039,-0.097236,-0.058246,0.053875
1.6049,0.056739,0.001199,-0.068987,0.162876,0.052811,-0.123020,-0.097236,-0.058246,0.053875
1.6383,0.056197,-0.000359,-0.068990,0.163968,0.054391,-0.123012,-0.097231,-0.058460,0.053912
1.6716,0.056197,-0.000359,-0.068990,0.163987,0.054342,-0.122989,-0.097231,-0.058460,0.053912
1.7049,0.056722,-0.000110,-0.068885,0.163512,0.053156,-0.123119,-0.097306,-0.058508,0.053923
1.7383,0.056722,-0.000110,-0.068885,0.163512,0.053117,-0.123102,-0.097306,-0.058508,0.053923
1.7716,0.057823,0.001625,-0.068946,0.163866,0.054190,-0.123298,-0.097321,-0.058302,0.053832
1.8050,0.057823,0.001625,-0.068946,0.163849,0.054180,-0.123307,-0.097321,-0.058302,0.053832
1.8383,0.057296,0.000526,-0.069083,0.162763,0.052555,-0.123370,-0.097392,-0.058232,0.053806
1.8716,0.057296,0.000526,-0.069083,0.162744,0.052590,-0.123386,-0.097392,-0.058232,0.053806
1.9049,0.057649,0.001578,-0.069255,0.163733,0.054213,-0.123305,-0.097377,-0.058229,0.053819
1.9383,0.057649,0.001578,-0.069255,0.163728,0.054254,-0.123321,-0.097377,-0.058229,0.053819
1.9716,0.056476,-0.000127,-0.069271,0.163513,0.053140,-0.123284,-0.097421,-0.058313,0.053879
2.0049,0.056476,-0.000127,-0.069271,0.163492,0.053141,-0.123274,-0.097421,-0.058313,0.053879
2.0384,0.057377,0.001534,-0.069221,0.164320,0.053875,-0.123069,-0.097500,-0.058311,0.053862
2.0716,0.057377,0.001534,-0.069221,0.164302,0.053866,-0.123060,-0.097500,-0.058311,0.053862
2.1049,0.057165,0.000447,-0.069208,0.163469,0.053563,-0.122946,-0.097479,-0.058321,0.053847
2.1384,0.057165,0.000447,-0.069208,0.163452,0.053552,-0.122942,-0.097479,-0.058321,0.053847
2.1716,0.058008,0.001129,-0.069013,0.164305,0.055128,-0.122934,-0.097458,-0.058340,0.053827
2.2049,0.058008,0.001129,-0.069013,0.164298,0.055122,-0.122945,-0.097458,-0.058340,0.053827
2.2383,0.057273,0.000947,-0.068963,0.163426,0.054025,-0.123097,-0.097374,-0.058188,0.053756
2.2717,0.057273,0.000947,-0.068963,0.163448,0.054040,-0.123113,-0.097374,-0.058188,0.053756
2.3050,0.058028,0.002408,-0.068921,0.163392,0.054141,-0.123014,-0.097444,-0.058305,0.053792
2.3383,0.058028,0.002408,-0.068921,0.163398,0.054141,-0.123022,-0.097444,-0.058305,0.053792
2.3716,0.057154,0.001402,-0.069048,0.162671,0.052995,-0.123100,-0.097452,-0.058241,0.053829
2.4050,0.057154,0.001402,-0.069048,0.162674,0.053015,-0.123100,-0.097452,-0.058241,0.053829
2.4382,0.057190,0.001503,-0.069005,0.164249,0.054194,-0.122870,-0.097376,-0.058236,0.053785
2.4716,0.057190,0.001503,-0.069005,0.164247,0.054188,-0.122865,-0.097376,-0.058236,0.053785
2.5049,0.056496,0.000342,-0.069062,0.163500,0.053097,-0.122952,-0.097336,-0.058262,0.053812
2.5383,0.056496,0.000342,-0.069062,0.163516,0.053102,-0.122949,-0.097336,-0.058262,0.053812
2.5717,0.056496,0.000342,-0.069062,0.163533,0.053106,-0.122946,-0.097336,-0.058262,0.053812
2.6049,0.058180,0.001586,-0.068842,0.164165,0.053999,-0.122847,-0.097256,-0.058165,0.053799
2.6383,0.057370,0.000465,-0.068947,0.164493,0.054324,-0.122733,-0.097335,-0.058186,0.053774
2.6716,0.057370,0.000465,-0.068947,0.164499,0.054329,-0.122735,-0.097335,-0.058186,0.053774
2.7050,0.058013,0.001258,-0.068802,0.162782,0.053723,-0.122847,-0.097300,-0.058262,0.053815
2.7383,0.058013,0.001258,-0.068802,0.162770,0.053704,-0.122843,-0.097300,-0.058262,0.053815
2.7716,0.058145,0.001640,-0.068733,0.162757,0.053685,-0.122840,-0.097522,-0.058241,0.053776
2.8051,0.058145,0.001640,-0.068733,0.162478,0.053790,-0.122843,-0.097522,-0.058241,0.053776
2.8383,0.056611,0.001243,-0.068984,0.163819,0.053054,-0.123049,-0.097370,-0.058038,0.053638
2.8716,0.056611,0.001243,-0.068984,0.163809,0.053068,-0.123068,-0.097370,-0.058038,0.053638
2.9049,0.056611,0.001243,-0.068984,0.163796,0.053087,-0.123093,-0.097370,-0.058038,0.053638
2.9383,0.056320,0.001255,-0.068891,0.164191,0.053192,-0.123109,-0.097387,-0.058104,0.053724
2.9716,0.057633,0.000433,-0.069023,0.163561,0.053653,-0.122726,-0.097356,-0.058216,0.053826
3.0049,0.057633,0.000433,-0.069023,0.163589,0.053653,-0.122717,-0.097356,-0.058216,0.053826
3.0383,0.058049,0.000473,-0.069075,0.164130,0.054238,-0.122591,-0.097317,-0.058314,0.053809
3.0716,0.058049,0.000473,-0.069075,0.164137,0.054201,-0.122575,-0.097317,-0.058314,0.053809
3.1049,0.058049,0.000473,-0.069075,0.164147,0.054151,-0.122555,-0.097317,-0.058314,0.053809
3.1383,0.057737,0.001229,-0.068550,0.163686,0.053459,-0.122632,-0.097389,-0.058370,0.053861
3.1716,0.057737,0.001229,-0.068550,0.163680,0.053427,-0.122614,-0.097389,-0.058370,0.053861
3.2049,0.057903,0.001243,-0.068496,0.164311,0.053925,-0.122647,-0.097402,-0.058466,0.053847
3.2383,0.057375,0.000679,-0.068606,0.163734,0.054154,-0.122642,-0.097497,-0.058310,0.053793
3.2716,0.057375,0.000679,-0.068606,0.163708,0.054157,-0.122644,-0.097497,-0.058310,0.053793
3.3050,0.058040,0.000933,-0.068554,0.164226,0.055016,-0.122418,-0.097434,-0.058529,0.053865
3.3383,0.058040,0.000933,-0.068554,0.164217,0.054992,-0.122417,-0.097434,-0.058529,0.053865
3.3716,0.057468,0.001320,-0.068555,0.164405,0.054994,-0.122416,-0.097396,-0.058382,0.053861
3.4050,0.057468,0.001320,-0.068555,0.164431,0.054970,-0.122395,-0.097396,-0.058382,0.053861
3.4383,0.057468,0.001320,-0.068555,0.164450,0.054952,-0.122379,-0.097396,-0.058382,0.053861
3.4716,0.058052,0.002316,-0.068433,0.165011,0.052993,-0.122660,-0.097363,-0.058181,0.053757
3.5049,0.058052,0.002316,-0.068433,0.165041,0.053014,-0.122667,-0.097363,-0.058181,0.053757
3.5383,0.058388,0.002063,-0.068245,0.165189,0.052840,-0.122660,-0.097223,-0.058401,0.053919
3.5717,0.058388,0.002063,-0.068245,0.165227,0.052833,-0.122647,-0.097223,-0.058401,0.053919
3.6050,0.058952,0.000200,-0.068691,0.163947,0.052752,-0.122866,-0.097232,-0.058307,0.053744
3.6382,0.058952,0.000200,-0.068691,0.163974,0.052759,-0.122884,-0.097232,-0.058307,0.053744
3.6716,0.059030,0.000278,-0.068723,0.163611,0.053300,-0.122922,-0.097365,-0.058083,0.053706
3.7050,0.059030,0.000278,-0.068723,0.163585,0.053394,-0.122986,-0.097365,-0.058083,0.053706
3.7382,0.057813,0.000131,-0.068914,0.162690,0.054203,-0.122713,-0.097314,-0.058168,0.053729
3.7716,0.057813,0.000131,-0.068914,0.162683,0.054236,-0.122742,-0.097314,-0.058168,0.053729
3.8050,0.057538,0.000606,-0.068924,0.162966,0.053607,-0.122764,-0.097220,-0.058265,0.053791
3.8383,0.057538,0.000606,-0.068924,0.162992,0.053562,-0.122744,-0.097220,-0.058265,0.053791
3.8716,0.056644,0.001542,-0.068716,0.164202,0.053594,-0.122345,-0.097229,-0.058166,0.053776
3.9050,0.056644,0.001542,-0.068716,0.164225,0.053575,-0.122331,-0.097229,-0.058166,0.053776
3.9383,0.056885,0.000776,-0.068729,0.164701,0.054108,-0.122307,-0.097252,-0.058325,0.053802
3.9716,0.056885,0.000776,-0.068729,0.164693,0.054096,-0.122305,-0.097252,-0.058325,0.053802
4.0049,0.058061,0.000889,-0.068340,0.163382,0.053735,-0.122495,-0.097339,-0.058192,0.053774
4.0383,0.058061,0.000889,-0.068340,0.163366,0.053748,-0.122497,-0.097339,-0.058192,0.053774
4.0716,0.058469,0.001475,-0.068325,0.164189,0.053881,-0.122350,-0.097427,-0.058123,0.053753
4.1049,0.058469,0.001475,-0.068325,0.164151,0.053894,-0.122355,-0.097427,-0.058123,0.053753
4.1382,0.057058,0.000824,-0.068355,0.163624,0.053753,-0.122246,-0.097475,-0.058455,0.053914
4.1716,0.057058,0.000824,-0.068355,0.163587,0.053739,-0.122230,-0.097475,-0.058455,0.053914
4.2049,0.057882,0.000869,-0.068183,0.165070,0.054220,-0.122043,-0.097454,-0.058541,0.053941
4.2383,0.057882,0.000869,-0.068183,0.165045,0.054173,-0.122018,-0.097454,-0.058541,0.053941
4.2719,0.057414,0.000904,-0.068155,0.164675,0.053822,-0.122065,-0.097384,-0.058332,0.053857
4.3050,0.057414,0.000904,-0.068155,0.164678,0.053782,-0.122044,-0.097384,-0.058332,0.053857
4.3383,0.058683,0.001369,-0.067956,0.164500,0.054704,-0.122013,-0.097584,-0.058330,0.053856
4.3717,0.058683,0.001369,-0.067956,0.164488,0.054724,-0.122022,-0.097584,-0.058330,0.053856
4.4049,0.058498,0.000934,-0.067982,0.164582,0.054605,-0.122034,-0.097378,-0.058327,0.053849
4.4384,0.058498,0.000934,-0.067982,0.164583,0.054606,-0.122036,-0.097378,-0.058327,0.053849
4.4716,0.058486,0.001922,-0.068037,0.164585,0.054607,-0.122038,-0.097231,-0.058216,0.053753
4.5050,0.058486,0.001922,-0.068037,0.165025,0.055261,-0.122087,-0.097231,-0.058216,0.053753
4.5383,0.058516,0.001804,-0.068061,0.165041,0.055293,-0.122107,-0.097283,-0.058237,0.053747
4.5716,0.058770,0.002160,-0.067890,0.165066,0.055308,-0.122131,-0.097415,-0.058574,0.053957
4.6050,0.058770,0.002160,-0.067890,0.165322,0.053683,-0.122178,-0.097415,-0.058574,0.053957
4.6383,0.058748,0.002301,-0.067977,0.165033,0.053548,-0.122162,-0.097491,-0.058495,0.053913
4.6716,0.058748,0.002301,-0.067977,0.164977,0.053500,-0.122125,-0.097491,-0.058495,0.053913
4.7050,0.058748,0.002301,-0.067977,0.164903,0.053436,-0.122075,-0.097491,-0.058495,0.053913
4.7383,0.058748,0.002301,-0.067977,0.164848,0.053388,-0.122037,-0.097491,-0.058495,0.053913
4.7717,0.058941,0.000581,-0.067997,0.164643,0.053208,-0.121902,-0.097557,-0.058604,0.053953
4.8050,0.058713,0.000501,-0.067932,0.165711,0.054387,-0.121868,-0.097386,-0.058399,0.053909
4.8383,0.058713,0.000501,-0.067932,0.165732,0.054402,-0.121869,-0.097386,-0.058399,0.053909
4.8717,0.058654,0.000540,-0.067994,0.163144,0.055179,-0.122025,-0.097397,-0.058304,0.053805
4.9050,0.058654,0.000540,-0.067994,0.163168,0.055212,-0.122046,-0.097397,-0.058304,0.053805
4.9383,0.059544,0.001570,-0.067833,0.163274,0.055395,-0.122062,-0.097405,-0.058270,0.053810
4.9716,0.059544,0.001570,-0.067833,0.163304,0.055440,-0.122084,-0.097405,-0.058270,0.053810
5.0049,0.057045,0.002327,-0.068068,0.163611,0.053975,-0.122364,-0.097329,-0.058329,0.053738
5.0382,0.057045,0.002327,-0.068068,0.163641,0.054000,-0.122388,-0.097329,-0.058329,0.053738
5.0716,0.057045,0.002327,-0.068068,0.163672,0.054025,-0.122412,-0.097329,-0.058329,0.053738
5.1049,0.057244,0.002728,-0.068114,0.163728,0.054031,-0.122442,-0.097282,-0.058144,0.053730
5.1383,0.057641,0.001378,-0.068397,0.163760,0.054054,-0.122460,-0.097227,-0.058124,0.053773
5.1717,0.057641,0.001378,-0.068397,0.162574,0.054244,-0.122385,-0.097227,-0.058124,0.053773
5.2050,0.057665,0.001251,-0.068391,0.162491,0.053865,-0.122391,-0.097216,-0.058280,0.053803
5.2383,0.057665,0.001251,-0.068391,0.162500,0.053834,-0.122374,-0.097216,-0.058280,0.053803
5.2716,0.056554,0.001462,-0.068300,0.164343,0.052827,-0.122286,-0.097204,-0.058259,0.053853
5.3050,0.056554,0.001462,-0.068300,0.164354,0.052804,-0.122261,-0.097204,-0.058259,0.053853
5.3383,0.056554,0.001462,-0.068300,0.164363,0.052787,-0.122242,-0.097204,-0.058259,0.053853
5.3716,0.056355,0.001015,-0.068308,0.164032,0.052839,-0.122229,-0.097328,-0.058350,0.053854
5.4050,0.056355,0.001015,-0.068308,0.163996,0.052825,-0.122214,-0.097328,-0.058350,0.053854
5.4383,0.058094,0.000148,-0.068252,0.166548,0.054206,-0.122089,-0.097462,-0.058145,0.053777
5.4718,0.058094,0.000148,-0.068252,0.166519,0.054227,-0.122093,-0.097462,-0.058145,0.053777
5.5049,0.057740,-0.000036,-0.068125,0.167240,0.052665,-0.122440,-0.097454,-0.058359,0.053871
5.5382,0.057740,-0.000036,-0.068125,0.167218,0.052667,-0.122436,-0.097454,-0.058359,0.053871
5.5717,0.060251,0.001308,-0.068021,0.167267,0.052307,-0.122433,-0.097495,-0.058363,0.053844
5.6049,0.060251,0.001308,-0.068021,0.167249,0.052247,-0.122414,-0.097495,-0.058363,0.053844
5.6383,0.060998,-0.000282,-0.068327,0.167235,0.052201,-0.122399,-0.097404,-0.058430,0.053885
5.6716,0.060998,-0.000282,-0.068327,0.165158,0.050709,-0.122746,-0.097404,-0.058430,0.053885
5.7050,0.061023,-0.000642,-0.068357,0.165279,0.050894,-0.122725,-0.097407,-0.058408,0.053843
5.7383,0.061023,-0.000642,-0.068357,0.165297,0.050881,-0.122725,-0.097407,-0.058408,0.053843
5.7716,0.059058,-0.002109,-0.068702,0.167062,0.050782,-0.123046,-0.097274,-0.058370,0.053828
5.8049,0.059058,-0.002109,-0.068702,0.167104,0.050774,-0.123049,-0.097274,-0.058370,0.053828
5.8383,0.059058,-0.002109,-0.068702,0.167137,0.050768,-0.123051,-0.097274,-0.058370,0.053828
5.8716,0.059145,-0.001883,-0.068767,0.167072,0.051008,-0.123053,-0.097323,-0.058300,0.053731
5.9049,0.059145,-0.001883,-0.068767,0.167103,0.051033,-0.123086,-0.097323,-0.058300,0.053731
5.9383,0.061005,-0.001873,-0.069012,0.153564,0.040445,-0.126318,-0.097276,-0.058209,0.053811
5.9716,0.061005,-0.001873,-0.069012,0.153584,0.040467,-0.126322,-0.097276,-0.058209,0.053811
6.0049,0.060943,-0.003117,-0.068488,0.161533,0.048971,-0.124795,-0.097131,-0.059719,0.054363
6.0383,0.060943,-0.003117,-0.068488,0.161530,0.048730,-0.124683,-0.097131,-0.059719,0.054363
6.0716,0.047658,-0.012241,-0.072349,0.162086,0.049641,-0.124572,-0.096859,-0.058549,0.053744
6.1050,0.057289,-0.004319,-0.070815,0.160411,0.048971,-0.125105,-0.095306,-0.058705,0.053717
6.1383,0.057289,-0.004319,-0.070815,0.160698,0.048857,-0.125118,-0.095306,-0.058705,0.053717
6.1717,0.057289,-0.004319,-0.070815,0.160980,0.048744,-0.125130,-0.095306,-0.058705,0.053717
6.2050,0.061507,-0.004106,-0.070275,0.167974,0.048072,-0.125089,-0.091667,-0.058722,0.054064
6.2383,0.061507,-0.004106,-0.070275,0.169126,0.047898,-0.125014,-0.091667,-0.058722,0.054064
6.2716,0.065042,-0.004846,-0.069421,0.170277,0.047725,-0.124939,-0.086704,-0.058213,0.055460
6.3050,0.065042,-0.004846,-0.069421,0.164555,0.047986,-0.124040,-0.086704,-0.058213,0.055460
6.3383,0.077234,-0.005794,-0.068372,0.171353,0.048484,-0.123686,-0.081978,-0.057801,0.056461
6.3716,0.077234,-0.005794,-0.068372,0.173519,0.048476,-0.123145,-0.081978,-0.057801,0.056461
6.4049,0.075761,-0.006244,-0.067478,0.159563,0.038807,-0.126676,-0.078407,-0.057817,0.056553
6.4383,0.088262,-0.006068,-0.067967,0.161534,0.038737,-0.126304,-0.074813,-0.057534,0.055294
6.4716,0.088262,-0.006068,-0.067967,0.160561,0.038394,-0.126354,-0.074813,-0.057534,0.055294
6.5050,0.088262,-0.006068,-0.067967,0.162730,0.038184,-0.126704,-0.074813,-0.057534,0.055294
6.5383,0.079120,-0.016099,-0.072100,0.164353,0.038026,-0.126966,-0.071664,-0.057799,0.054250
6.5716,0.079120,-0.016099,-0.072100,0.160819,0.041306,-0.130885,-0.071664,-0.057799,0.054250
6.6050,0.083775,-0.016993,-0.072951,0.162154,0.040562,-0.131326,-0.068295,-0.057810,0.053286
6.6383,0.083775,-0.016993,-0.072951,0.163624,0.040283,-0.131778,-0.068295,-0.057810,0.053286
6.6716,0.083775,-0.016993,-0.072951,0.165095,0.040003,-0.132229,-0.068295,-0.057810,0.053286
6.7049,0.085708,-0.013395,-0.077696,0.163151,0.039552,-0.132487,-0.064649,-0.057179,0.052732
6.7383,0.092559,-0.014010,-0.078126,0.166901,0.041397,-0.132649,-0.060518,-0.056366,0.053057
6.7716,0.092559,-0.014010,-0.078126,0.168688,0.041492,-0.132699,-0.060518,-0.056366,0.053057
6.8049,0.095809,-0.015183,-0.078244,0.161799,0.049653,-0.125779,-0.056547,-0.056237,0.053656
6.8383,0.095809,-0.015183,-0.078244,0.163582,0.049672,-0.125722,-0.056547,-0.056237,0.053656
6.8716,0.105288,-0.014163,-0.078645,0.159093,0.047461,-0.126067,-0.052686,-0.056490,0.053771
6.9049,0.105288,-0.014163,-0.078645,0.161411,0.047151,-0.125852,-0.052686,-0.056490,0.053771
6.9383,0.103678,-0.006753,-0.071866,0.162274,0.046931,-0.125745,-0.049310,-0.056427,0.053650
6.9716,0.103678,-0.006753,-0.071866,0.163893,0.046690,-0.125747,-0.049310,-0.056427,0.053650
7.0049,0.104768,-0.008585,-0.072039,0.158282,0.048279,-0.126942,-0.045937,-0.055618,0.053707
7.0383,0.104768,-0.008585,-0.072039,0.159877,0.048177,-0.126935,-0.045937,-0.055618,0.053707
7.0716,0.111525,-0.008996,-0.071513,0.161774,0.049513,-0.126905,-0.042168,-0.055044,0.053980
7.1049,0.111525,-0.008996,-0.071513,0.163955,0.049665,-0.126804,-0.042168,-0.055044,0.053980
7.1386,0.111265,-0.007687,-0.071781,0.162171,0.056354,-0.125189,-0.038237,-0.054679,0.054901
7.1716,0.111265,-0.007687,-0.071781,0.163841,0.056416,-0.125000,-0.038237,-0.054679,0.054901
7.2049,0.111265,-0.007687,-0.071781,0.166070,0.056499,-0.124748,-0.038237,-0.054679,0.054901
7.2383,0.118762,-0.006805,-0.070382,0.167904,0.055092,-0.124453,-0.034585,-0.054653,0.056225
7.2716,0.118762,-0.006805,-0.070382,0.169578,0.054993,-0.123947,-0.034585,-0.054653,0.056225
7.3050,0.126308,-0.000383,-0.067794,0.164375,0.056528,-0.123015,-0.029178,-0.054406,0.056862
7.3383,0.126308,-0.000383,-0.067794,0.166026,0.056421,-0.122643,-0.029178,-0.054406,0.056862
7.3716,0.133943,-0.002128,-0.068178,0.160396,0.052503,-0.126567,-0.025438,-0.054295,0.055846
7.4050,0.133943,-0.002128,-0.068178,0.162599,0.052328,-0.126659,-0.025438,-0.054295,0.055846
7.4383,0.134030,-0.001052,-0.066890,0.160635,0.056335,-0.125055,-0.021681,-0.054244,0.055787
7.4716,0.134030,-0.001052,-0.066890,0.162297,0.056186,-0.125113,-0.021681,-0.054244,0.055787
7.5050,0.133978,-0.005079,-0.071230,0.165428,0.059670,-0.126603,-0.017937,-0.053868,0.055115
7.5383,0.138044,-0.001017,-0.070000,0.167134,0.059541,-0.126866,-0.014088,-0.053108,0.054819
7.5716,0.138044,-0.001017,-0.070000,0.164282,0.059716,-0.124802,-0.014088,-0.053108,0.054819
7.6050,0.141729,-0.000873,-0.069653,0.166577,0.059672,-0.125008,-0.012306,-0.052571,0.055226
7.6383,0.141729,-0.000873,-0.069653,0.168293,0.060740,-0.125125,-0.012306,-0.052571,0.055226
7.6716,0.145512,0.002298,-0.068179,0.170016,0.060831,-0.125225,-0.008650,-0.052539,0.056248
7.7050,0.145512,0.002298,-0.068179,0.166108,0.060290,-0.123123,-0.008650,-0.052539,0.056248
7.7383,0.145512,0.002298,-0.068179,0.167796,0.060303,-0.123061,-0.008650,-0.052539,0.056248
7.7716,0.153015,0.003034,-0.069396,0.169087,0.059558,-0.123007,-0.005000,-0.052003,0.055370
7.8049,0.153015,0.003034,-0.069396,0.171283,0.059465,-0.122959,-0.005000,-0.052003,0.055370
7.8384,0.158001,0.002724,-0.068203,0.167420,0.060068,-0.123412,0.000389,-0.051538,0.054633
7.8716,0.158001,0.002724,-0.068203,0.169062,0.060006,-0.123487,0.000389,-0.051538,0.054633
7.9050,0.158001,0.002724,-0.068203,0.171256,0.059924,-0.123587,0.000389,-0.051538,0.054633
7.9383,0.165171,0.001581,-0.068259,0.165866,0.060126,-0.123486,0.004237,-0.051460,0.054457
7.9716,0.165171,0.001581,-0.068259,0.167541,0.060028,-0.123651,0.004237,-0.051460,0.054457
8.0049,0.170356,0.001570,-0.068715,0.166931,0.062090,-0.122378,0.009586,-0.051257,0.054534
8.0383,0.170356,0.001570,-0.068715,0.168586,0.061946,-0.122396,0.009586,-0.051257,0.054534
8.0716,0.170699,0.001551,-0.068963,0.165146,0.061521,-0.122301,0.013231,-0.050921,0.054313
8.1049,0.170699,0.001551,-0.068963,0.167352,0.061371,-0.122357,0.013231,-0.050921,0.054313
8.1383,0.175114,0.003306,-0.067780,0.166237,0.061405,-0.122225,0.016701,-0.050742,0.054338
8.1716,0.175114,0.003306,-0.067780,0.167842,0.061314,-0.122242,0.016701,-0.050742,0.054338
8.2050,0.178026,0.002156,-0.067783,0.166589,0.060163,-0.121937,0.021040,-0.050790,0.054275
8.2384,0.178026,0.002156,-0.067783,0.168309,0.060036,-0.121978,0.021040,-0.050790,0.054275
8.2716,0.182721,0.001536,-0.067230,0.161959,0.060286,-0.121445,0.024849,-0.050858,0.054740
8.3050,0.182721,0.001536,-0.067230,0.164260,0.060028,-0.121361,0.024849,-0.050858,0.054740
8.3384,0.186816,-0.000477,-0.066841,0.165808,0.059200,-0.121276,0.028730,-0.051148,0.054845
8.3717,0.186590,-0.000820,-0.066632,0.167505,0.058914,-0.121149,0.032723,-0.051111,0.054525
8.4051,0.186590,-0.000820,-0.066632,0.162891,0.061438,-0.120725,0.032723,-0.051111,0.054525
8.4383,0.186590,-0.000820,-0.066632,0.164626,0.061184,-0.120688,0.032723,-0.051111,0.054525
8.4716,0.194345,-0.002455,-0.066412,0.166920,0.061184,-0.120684,0.036843,-0.051170,0.054558
8.5050,0.194345,-0.002455,-0.066412,0.169344,0.060895,-0.120770,0.036843,-0.051170,0.054558
8.5382,0.195156,-0.003230,-0.064436,0.164349,0.060593,-0.120439,0.041036,-0.053698,0.056011
8.5716,0.195156,-0.003230,-0.064436,0.166125,0.059988,-0.120263,0.041036,-0.053698,0.056011
8.6049,0.203083,-0.003178,-0.064741,0.167434,0.059176,-0.120028,0.044442,-0.052952,0.055701
